times
3.3658650000000008,
3.42483,
3.446215000000001,
3.40001,
3.3814500000000005,
3.2508500000000002,
3.4869200000000005,
3.3835649999999995,
3.2614900000000002,
3.3678600000000003,
3.330155000000001,
3.395695000000001,
3.3755650000000004,
3.3295350000000004,
3.3801099999999997,
3.7124450000000007,
3.3596450000000013,
3.3531050000000007,
3.607585,
3.56513,
3.5256450000000004,
4.000580000000001,
3.04521,
3.1186400000000005,
3.2008100000000006,
2.79029,
3.0398750000000003,
3.1037199999999996,
2.99389,
2.74233,
3.0688099999999996,
3.0856100000000004,
3.08654,
2.8697049999999997,
3.0540900000000004,
2.879835,
2.9408750000000006,
2.90883,
2.789475,
2.960075,
2.272785,
2.18989,
2.25378,
2.4453300000000002,
2.375785,
2.3025650000000004,
2.20925,
2.36692,
2.4750250000000005,
2.42666,
2.1564699999999997,
2.2064749999999997,
2.3922350000000008,
2.6143650000000003,
2.3437650000000003,
2.2434250000000002,
2.2146050000000006,
2.7921099999999996,
2.7189150000000004,
2.36
