times
0.333,
0.357,
0.322,
0.333,
0.333,
0.314,
0.362,
0.493,
0.355,
0.329,
0.343,
0.344,
0.375,
0.33,
0.327,
0.333,
0.353,
0.335,
0.334,
0.374,
0.284,
0.267,
0.301,
0.312,
0.287,
0.308,
0.314,
0.252,
0.311,
0.29,
0.267,
0.298,
0.314,
0.345,
0.298,
0.293,
0.302,
0.276,
0.318,
0.322,
0.298,
0.245,
0.233,
0.216,
0.225,
0.257,
0.267,
0.366,
0.214,
0.245,
0.222,
0.228,
0.225,
0.223,
0.225,
0.247,
0.217,
0.218,
0.216,
0.213
