times
0.3905999999999999,
0.4271250000000005,
0.4346599999999999,
0.41807500000000003,
0.45422,
0.5354550000000001,
0.4075750000000003,
0.4408699999999999,
0.44565499999999975,
0.43533500000000025,
0.40234999999999943,
0.43720000000000003,
0.4153699999999999,
0.4466000000000004,
0.42886000000000013,
0.44839000000000034,
0.43502999999999975,
0.39963499999999974,
0.401345,
0.39249500000000037,
0.3807700000000002,
0.33731500000000003,
0.3471300000000001,
0.34740999999999983,
0.4019100000000001,
0.34821000000000024,
0.338085,
0.35185500000000003,
0.3525849999999998,
0.34012000000000014,
0.34915000000000007,
0.3505899999999999,
0.31841500000000017,
0.38107499999999983,
0.34514000000000034,
0.3249200000000001,
0.343895,
0.321865,
0.361915,
0.35804499999999984,
0.3533400000000004,
0.3793599999999997,
0.3439549999999999,
0.3256349999999998,
0.3205400000000002,
0.36075000000000024,
0.3612300000000005,
0.3299000000000001,
0.4288500000000001,
0.28709500000000027,
0.2939549999999999,
0.29038999999999987,
0.2975400000000002,
0.2746400000000001,
0.2890150000000001,
0.27774,
0.292845,
0.290635,
0.27907999999999994,
0.3108349999999998
