times
1.213738,
0.984025,
0.990789,
0.937676,
1.062481,
0.912437,
0.983209,
0.918268,
1.053597,
1.001764,
1.112134,
0.932011,
1.070793,
0.927479,
0.971008,
0.927546,
0.992603,
0.934627,
0.967952,
1.045189,
0.956468,
1.01374,
1.022521,
1.042131,
0.97502,
1.26629,
0.934659,
1.023375,
0.922865,
1.013756,
0.919463,
1.304706,
1.254619,
1.234814,
1.296932,
1.338249,
1.311694,
1.278448,
1.270037,
1.267744,
1.274379,
1.386094,
1.307348,
1.352088,
1.341673,
1.357535,
1.304725,
1.32433,
1.292849,
1.3086,
1.257736,
1.246077,
1.24786,
1.322798,
1.194115,
1.289315,
1.252526,
1.259223,
1.268459,
1.286133,
1.238453,
1.33863,
1.325108,
1.323716,
1.441225,
1.468966,
1.445976,
1.330516,
1.4716,
1.517144,
1.459865,
1.495469,
1.350216,
1.567669,
1.425547,
1.443392,
1.460513,
1.513001,
1.464133,
1.412777,
1.400136,
1.468385,
1.476573,
1.426429,
1.422553,
1.57905,
1.421457,
1.419393,
1.390682,
1.57149,
1.425438,
1.443505,
1.541718,
1.498955,
1.448978,
1.452051,
1.526649,
1.520714,
1.445309,
1.496734
