times
5.164,
5.051,
5.285,
5.231,
5.258,
5.221,
5.299,
5.314,
5.081,
5.277,
4.975,
5.278,
4.932,
5.042,
4.951,
5.109,
5.162,
4.966,
5.136,
4.99
6.378,
6.245,
6.068,
6.287,
6.212,
6.163,
6.152,
6.153,
6.206,
6.169,
6.253,
6.325,
6.04,
6.311,
6.384,
6.224,
6.324,
6.338,
6.229,
6.246
6.93,
6.936,
6.805,
7.686,
6.915,
6.938,
7.046,
6.975,
6.916,
6.958,
7.008,
7.253,
6.994,
6.859,
6.94,
6.984,
7.024,
7.121,
6.925,
7.066
