times
0.249,
0.244,
0.385,
0.256,
0.25,
0.25,
0.224,
0.262,
0.224,
0.259,
0.223,
0.232,
0.229,
0.29,
0.222,
0.264,
0.259,
0.262,
0.267,
0.26,
0.364,
0.307,
0.313,
0.315,
0.277,
0.351,
0.304,
0.365,
0.324,
0.299,
0.333,
0.339,
0.331,
0.312,
0.316,
0.338,
0.302,
0.309,
0.307,
0.339,
0.373,
0.368,
0.345,
0.387,
0.354,
0.362,
0.366,
0.374,
0.346,
0.354,
0.367,
0.441,
0.355,
0.393,
0.376,
0.436,
0.357,
0.34,
0.37,
0.381
