time,cpuLoad
0.2595,22.6247058824
0.25499,19.1752941176
0.260585,19.6494117647
0.248295,19.7929411765
0.257735,20.2352941176
0.24981,22.6964705882
0.265125,19.4652941176
0.267295,23.9182352941
0.259245,20.9276470588
0.257405,22.0170588235
0.255055,20.9047058824
0.256685,23.47
0.260785,20.3364705882
0.24613,21.5594117647
0.266925,19.3088235294
0.26074,22.8423529412
0.25271,19.2382352941
0.25594,20.54
0.276295,20.3317647059
0.25439,20.5223529412
0.253645,21.9923529412
0.25722,20.0670588235
0.25579,19.3729411765
0.261275,20.7688235294
0.26722,37.8070588235
0.25732,22.9629411765
0.25761,20.2423529412
0.265565,20.5494117647
0.259835,20.6188235294
0.258545,18.1541176471
0.254275,23.3535294118
0.24938,18.46
0.251815,18.7175
0.269995,21.3170588235
0.260485,18.4394117647
0.25402,23.65
0.243785,21.3335294118
0.25263,19.8770588235
0.265135,21.7029411765
0.260295,19.7847058824
0.25916,21.6194117647
0.27259,18.6976470588
0.2646,20.3523529412
0.274075,19.5811764706
0.259105,19.3370588235
0.26087,21.0817647059
0.268985,18.4211764706
0.295965,20.2858823529
0.254825,20.2452941176
0.257575,18.6464705882
0.259815,20.2229411765
0.266175,20.3047058824
0.28837,19.9429411765
0.257185,20.6541176471
0.27568,19.1917647059
0.275715,21.0576470588
0.289215,33.4923529412
0.255505,34.9205882353
0.318005,46.3623529412
0.26324,20.4988235294
0.25811,21.1488235294
0.27447,19.5958823529
0.26421,20.6694444444
0.27065,19.5888235294
0.256695,19.4258823529
0.259415,20.1811764706
0.27461,19.4705882353
0.27236,19.4952941176
0.27298,21.3505882353
0.267105,19.6258823529
0.262465,20.2123529412
0.27054,19.5270588235
0.26789,18.7429411765
0.28171,19.6094117647
0.25386,19.5088235294
0.251355,19.1282352941
0.285155,18.5747058824
0.25547,18.9770588235
0.24401,19.2652941176
0.275805,19.5088235294
0.29963,20.0494117647
0.246715,19.1411764706
0.271145,20.0688235294
0.287695,21.1594117647
0.256775,20.9876470588
0.26688,19.0494117647
0.27036,20.0594117647
0.262605,18.4858823529
0.247695,21.0135294118
0.256385,21.8258823529
0.251685,19.8458823529
0.2558,20.1711764706
0.30758,21.0911764706
0.258025,20.6870588235
0.25282,22.4694117647
0.261595,20.1870588235
0.271745,20.6347058824
0.2574,18.8205882353
0.273215,23.5258823529
