time,cpuLoad
7.31464,16.5616666667
7.431495,11.7564705882
7.076975,9.04764705882
7.06854,10.1164705882
7.148845,12.7711764706
7.105015,10.1958823529
7.05325,9.62882352941
7.075615,8.52882352941
7.110905,10.3358823529
7.126955,8.33058823529
7.161535,9.30588235294
7.18893,17.34
7.169225,9.54294117647
7.209485,10.7082352941
7.126945,9.71176470588
7.08914,9.52764705882
7.05401,9.49235294118
7.16202,11.6423529412
7.12658,8.70058823529
7.105295,10.2276470588
7.111875,10.05
7.135885,10.3205882353
7.092575,9.27058823529
10.14812,33.8144444444
9.267565,17.3476470588
7.622965,14.8570588235
7.31353,19.2517647059
7.51305,22.4805882353
9.499695,26.9855555556
8.39413,31.6017647059
8.293655,14.6541176471
7.672005,11.7358823529
7.46931,11.1188235294
7.38204,11.54
7.371425,12.0544444444
7.384585,13.4941176471
7.438465,13.4935294118
7.94827,31.1135294118
9.1607,16.0564705882
8.73476,31.0005882353
8.400185,58.9811111111
8.18769,32.9894444444
7.019225,8.01176470588
8.567305,8.32529411765
7.02263,10.4294117647
9.613205,90.6716666667
9.613205,35.5077777778
8.188425,34.0570588235
7.2813,18.04
7.08942,11.7235294118
7.307345,9.12941176471
7.25024,19.1235294118
8.19949,30.1694117647
9.76724,54.7341176471
8.9482,26.5935294118
7.521705,14.8864705882
7.570285,13.9552941176
7.68446,10.7552941176
7.47421,12.2223529412
7.95547,14.4155555556
8.249305,13.53
7.52481,17.0005882353
7.56099,12.5776470588
7.579145,11.8405882353
7.63116,14.3723529412
7.53904,13.85
7.49539,14.54
7.52585,11.6011764706
7.519625,14.1870588235
7.878575,49.9923529412
7.537995,15.7352941176
7.484415,14.1388235294
7.53691,14.2082352941
7.53738,14.3652941176
7.53674,12.7476470588
7.50298,15.7482352941
7.567435,14.1594117647
7.559415,12.9629411765
7.462245,13.9864705882
7.920615,18.3311764706
7.71292,12.7029411765
7.56482,12.3429411765
7.597375,14.4364705882
7.50873,13.24
7.561475,14.1905555556
7.559635,12.283125
7.56708,12.3958823529
7.66812,12.2552941176
7.61263,13.2125
7.567435,12.1035294118
7.53597,15.0017647059
7.508245,13.24
7.546815,11.3829411765
7.64066,13.9017647059
7.507555,12.1582352941
7.674815,14.0570588235
7.55776,14.1570588235
7.545625,14.8347058824
