
before-iter:88.52,52.89,45.08,10.57,45.08,19.01,13.33,14.05,11.02,4.92,2.48,4.1,4.07,4.1,3.25,
iter=0: 3.33,7.38,31.67,59.5,63.56,48.36,61.98,81.15,57.85,42.37,34.15,30.25,30.33,10,4.1,3.33,5.65,7.32,3.25,4.1,4.17,2.48,4.13,17.74,19.83,27.42,29.17,30.33,
after-iter:27.64,41.67,44.17,5.69,26.45,27.2,22.22,19.83,5.04,4.76,3.25,0.84,1.64,19.33,5.74,17.36,3.28,0,
before-iter:3.33,25,4.1,1.67,8.87,2.5,1.65,3.17,2.48,2.4,1.68,1.6,1.61,2.48,3.25,1.61,3.28,
iter=1: 3.17,31.2,52.54,28.8,38.84,66.39,52.85,13.93,0.81,3.25,47.54,12.2,5,2.4,13.33,7.09,9.84,8.8,4.03,2.46,4.88,1.63,5.65,20,26.45,28.1,28.23,
after-iter:26.45,66.13,5.6,4.84,3.33,4.92,9.09,11.38,14.05,6.5,11.57,9.02,18.55,12,2.48,4.76,4.13,
before-iter:9.76,25.81,7.32,1.65,8.26,3.23,8.06,1.64,4.76,2.5,18.4,8.87,20.16,0,7.2,5.69,1.61,
iter=2: 13.33,28.23,48.33,36.29,35.77,47.11,40,3.97,3.25,2.42,27.87,1.61,2.52,3.15,2.44,2.42,13.93,5.79,13.93,25.62,6.61,2.48,4.1,31.15,27.42,26.23,
after-iter:26.61,53.72,20.33,1.68,7.94,8.26,1.63,3.23,3.23,1.63,2.46,2.42,1.64,1.64,2.4,0.82,4.92,
before-iter:3.17,16.67,11.57,4.92,3.2,1.67,3.23,12.9,0.81,2.46,4,4.13,2.42,1.64,1.64,0.82,3.94,
iter=3: 3.17,16.39,42.74,41.32,31.71,31.97,20.49,1.64,4.8,19.17,2.4,0.82,4.03,1.61,1.61,3.31,2.38,1.67,3.97,2.46,0.84,4.1,7.5,26.61,25.81,26.83,
after-iter:27.27,64.17,5.69,4.8,2.48,3.2,2.46,1.64,3.28,7.44,1.61,2.46,1.65,6.56,8,1.65,3.2,
before-iter:0.83,23.58,1.65,4.69,1.61,1.65,2.4,0.83,2.44,0,4.03,4.07,1.65,2.44,3.31,3.25,3.25,
iter=4: 1.67,23.2,48.74,40.48,35.77,28.1,17.5,2.44,1.63,9.02,4.88,0.83,2.42,0.83,1.64,3.2,2.44,2.48,1.63,2.42,0,4.03,9.84,25.41,26.61,26.02,
after-iter:26.23,60,7.14,10.66,4.13,3.25,4.03,4.8,0.83,2.46,3.28,2.42,2.46,3.2,1.65,2.4,0.83,
before-iter:3.23,25.81,2.46,3.23,2.44,3.28,0.82,4.03,0,2.4,3.25,1.65,2.44,1.64,1.65,2.38,2.48,
iter=5: 4.8,21.95,44.26,38.71,37.19,29.75,13.82,1.65,1.61,13.93,12.3,0.81,2.46,6.45,3.2,1.65,4.8,0.84,0.82,12.2,4.03,0.82,10.83,27.64,24.59,27.27,
after-iter:25.6,62.81,4,1.63,1.63,1.67,2.4,2.42,0.83,5.56,3.25,2.48,1.64,4.76,2.42,2.5,1.64,
before-iter:1.61,23.97,4.88,3.2,0.83,2.44,1.63,2.4,0.85,4.69,0,4.07,0.83,3.23,1.65,4.84,1.61,
iter=6: 2.44,26.05,47.97,35.54,39.84,27.64,18.55,0.83,8.13,14.96,1.69,4.1,2.46,3.2,2.42,0,3.2,0.81,2.42,4.07,3.94,2.44,14.75,26.02,26.23,25.62,
after-iter:26.23,58.54,4.13,2.44,3.2,0.82,2.4,3.2,0,3.2,2.46,4,1.61,1.61,4.1,0.81,5.88,
before-iter:1.6,25.2,0.83,1.64,2.48,3.2,1.64,5.69,6.61,4.1,2.44,2.44,1.63,0.83,6.25,11.2,0,
iter=7: 4.07,27.5,50.4,36.07,37.4,33.06,12.2,0.81,4.07,3.25,10.57,4,0,4.03,0.84,5.65,2.48,7.38,2.44,4.88,1.63,1.6,13.33,26.61,25.81,25.62,
after-iter:28,57.38,2.46,4.92,4.07,1.61,4.88,3.2,2.46,1.68,3.17,2.44,1.61,3.17,2.42,1.64,2.44,
before-iter:1.68,25.81,2.4,6.5,1.65,10.48,3.23,3.28,2.44,1.67,0.81,3.28,0,3.28,3.17,0.84,3.17,
iter=8: 1.65,25.21,50,37.5,38.1,33.88,22.95,16.53,7.38,7.2,33.88,10.66,0.81,4.8,1.64,4.07,0.83,3.17,2.52,2.48,4,1.63,14.63,28.23,26.61,26.83,
after-iter:25,58.06,3.25,5.65,2.48,7.38,3.94,1.63,1.64,0.82,3.15,11.2,4.07,2.44,0.82,4.92,2.42,
before-iter:0.84,22.58,3.28,2.4,2.38,2.5,0,2.38,3.23,0,5.6,0.83,4.84,1.64,2.42,2.46,
iter=9: 1.63,8.06,30.25,52.85,28.46,36.89,37.1,2.44,3.17,1.67,3.28,9.76,3.2,2.46,1.61,2.48,2.46,3.2,3.25,0,3.2,3.23,4,21.95,26.05,27.2,
after-iter:25.83,45.9,46.83,3.31,0.82,2.42,2.4,2.46,0,5.51,0.83,3.31,2.4,3.28,0,6.56,1.63,
