
before-iter:49.18,31.4,25.41,22.31,20.66,23.97,16.13,15.7,15,26.45,22.58,21.49,19.01,20.66,20.83,21.6,
iter=0: 18.64,39.67,50.41,80.99,77.31,44,56.78,74.8,27.97,6.56,5.83,11.38,50.83,13.11,47.5,57.48,81.45,29.41,28.69,16.67,42.62,53.66,30.58,29.27,28.69,18.64,65.32,47.5,34.15,80.34,86.07,65.29,66.12,64.75,64.52,38.52,35.29,33.88,43.9,65.57,50.42,97.52,73.39,55.93,32.23,
after-iter:61.29,42.5,10,9.76,12.2,39.67,61.79,61.98,58.68,62.9,69.67,49.59,56.56,65.32,89.83,67.48,65.63,
before-iter:63.41,79.49,85.48,74.59,68.6,65,76.86,78.15,73.98,75.83,62.3,76.23,64.46,71.9,74.19,62.18,70.25,57.26,
iter=1: 81.82,92.5,94.4,99.17,96.75,98.32,97.54,95.87,96.72,100,96.75,99.17,100,100,100,100,100,100,100,100,100,99.2,100,100,100,100,100,100,100,100,100,100,100,100,100,99.19,99.17,100,98.35,100,99.18,95.04,93.39,89.26,89.26,90.16,98.33,95.9,94.26,95.83,86.18,84.55,92.5,99.17,96.72,97.46,89.6,94.26,99.15,95.04,100,97.56,96.64,99.19,100,100,100,100,100,100,100,96.8,100,99.19,98.35,99.17,98.33,97.52,97.52,100,100,99.18,99.16,95.08,98.33,97.56,100,99.17,82.64,82.93,91.6,80,88.33,73.55,72.5,67.77,69.42,85.95,81.97,85.95,
after-iter:90.98,95.12,66.12,51.64,54.92,53.78,47.93,48.33,48.39,52.07,54.62,55.83,62.5,52.89,55.93,44.35,26.02,33.61,
before-iter:24.79,50.41,27.05,25.21,33.87,28.93,31.93,29.51,32.52,27.64,27.12,27.05,34.15,25.62,23.14,30.89,30.33,
iter=2: 26.67,36.59,50.41,63.87,57.02,47.15,52.85,56.2,23.97,20.49,20.66,20.33,20,28.69,57.38,19.17,19.67,18.18,33.88,31.15,26.23,22.13,28.57,30.65,30,47.93,45.45,52.46,52.5,44.26,46.67,50.82,49.59,48.36,45.3,42.28,43.8,38.52,42.98,40,42.28,
after-iter:41.67,56.45,49.59,20.66,21.49,19.01,20,23.2,19.49,20.49,23.58,23.97,28.93,19.67,20.83,20.83,19.67,21.01,
before-iter:20.49,31.4,20.33,21.49,19.51,16.1,22.31,19.35,14.53,21.14,18.33,20,16.94,15.83,13.82,18.18,16.39,
iter=3: 14.17,46.28,62.3,64.41,43.44,52.94,42.62,50,23.14,23.14,29.17,21.43,21.85,48.36,18.18,20.49,17.8,16.39,20.66,19.01,18.03,16.81,20.49,18.33,30.58,38.52,36.59,35.83,37.19,48.36,38.33,39.84,39.34,39.17,41.13,40.34,40.5,38.21,40,40.32,42.02,
after-iter:68.85,78.51,23.58,26.67,29.27,28.93,33.33,27.27,29.75,26.45,19.01,21.49,22.58,22.31,30,28.1,34.96,
before-iter:22.58,33.61,26.45,24.79,23.33,23.14,23.33,22.95,27.64,21.49,25.2,20.83,27.87,23.14,22.95,17.21,25.83,
iter=4: 32.52,27.73,45.08,62.3,57.98,55.74,48.78,47.9,48.76,34.15,29.41,23.58,17.89,24.79,25.81,57.5,23.33,35.77,60.83,50,45.08,40.34,55.83,44.54,41.46,40.16,66.12,75,72.36,74.17,72.5,77.05,77.42,71.31,53.72,73.33,86.89,68.6,89.26,83.47,99.18,95.9,81.97,65.29,81.67,85.25,82.26,86.67,83.76,
after-iter:80.17,72.36,84.55,53.72,71.9,80,85.37,68.85,59.17,52.5,43.8,38.84,67.77,69.42,81.82,61.67,73.98,71.19,
before-iter:79.37,77.24,40.5,42.37,48.39,61.48,55.74,64.75,52.46,47.97,50.83,45,40.5,32.26,26.45,28.1,23.77,
iter=5: 43.44,76.86,73.95,73.33,91.2,81.51,76.61,84.87,85.37,90,91.13,87.39,85.71,79.84,39.5,52.03,37.5,52.07,46.72,33.06,34.96,38.66,23.14,34.96,38.84,37.19,26.67,29.75,35.25,36.67,28.93,55,72.36,56.2,55.37,46.28,52.07,49.18,45.83,53.28,43.7,41.32,68.85,76.67,69.35,82.64,64.75,58.87,67.23,70.16,
after-iter:90.76,69.11,38.02,47.54,47.11,45.83,64.17,25,37.5,54.47,58.2,45.45,49.18,55.37,43.8,37.19,24.39,
before-iter:28.57,31.97,45.3,24.19,55.83,47.5,31.45,41.18,30.08,40.34,21.95,29.75,36.07,33.88,27.27,25.83,24.79,27.87,
