
before-iter:81.48,34.12,7.5,10.71,11.11,33.73,36.71,20.99,17.28,7.23,3.66,14.81,4.94,31.33,34.18,48.75,61.45,50.65,29.76,28.4,48.81,81.01,100,90.12,
iter=0: 70.73,68.29,64.56,73.49,75,86.08,68.67,48.19,42.5,40.74,54.32,27.71,20.99,14.63,35.8,20.73,21.69,43.75,30,19.48,25,37.8,28.4,30.49,40.51,35,51.25,32.14,41.25,52.5,37.04,43.04,
after-iter:80.72,92.59,83.75,40.24,33.73,24.05,27.5,41.98,46.25,44.58,49.38,16.67,8.54,8.54,14.46,6.17,7.5,19.28,17.28,15,16.05,39.76,37.97,47.56,18.29,7.59,
before-iter:17.28,45.12,43.9,46.25,48.78,56.25,49.38,73.17,80.25,58.54,30,40.24,34.57,33.75,30.86,33.75,40.74,26.51,21.25,31.71,69.14,42.17,37.97,47.5,48.75,74.07,
iter=1: 53.66,90.12,71.08,72.15,67.07,86.59,90.12,76.54,60.49,28.05,39.76,36.59,31.65,23.75,24.69,44.58,43.21,32.1,31.71,51.22,40.51,34.15,42.17,32.5,26.83,45,85.19,44.44,33.33,35.37,26.25,23.81,
after-iter:48.15,67.07,15.19,39.76,58.75,43.9,52.56,75.31,65.85,50,44.58,32.1,36.59,26.25,61.9,50,83.95,66.27,78.75,69.05,56.41,57.14,46.15,43.9,62.65,
before-iter:62.07,91.67,74.39,38.27,29.11,43.75,48.81,57.5,51.28,44.05,54.43,55,45,53.75,35.37,26.83,32.93,31.33,45,40.24,48.75,35.37,34.15,62.2,69.14,76.25,
iter=2: 37.8,40.74,75.64,61.9,84.15,76.92,58.02,62.96,51.85,30.12,31.25,29.63,29.63,33.33,17.5,26.51,13.41,15.19,17.86,60.49,32.91,45.78,48.72,33.73,28.05,28.4,31.71,36.25,26.51,56.96,
after-iter:43.37,71.95,84.15,25.61,24.1,27.85,25.93,29.27,32.93,26.58,55,49.4,51.81,74.68,60.49,48.19,36.59,48.19,50.63,68.75,50.62,53.01,55.7,44.05,43.9,33.75,33.33,
before-iter:36.63,83.33,56.25,39.02,52.5,51.25,48.78,41.77,36.32,15.66,13.92,20.48,53.66,45,35.8,40.96,39.24,32.53,43.75,52.44,87.5,48.78,43.37,43.21,41.77,
iter=3: 33.33,81.48,90.48,95,85.54,98.75,97.59,100,90.24,90,66.67,62.03,45.12,43.9,67.09,85.54,38.75,37.5,43.21,32.14,30,32.93,33.75,35.8,25.61,19.75,16.25,49.4,25.61,27.16,23.46,49.38,45.68,
after-iter:40.96,50.63,33.73,18.29,39.24,46.34,72.84,75.9,73.75,65.43,63.41,55.56,67.07,66.25,97.53,62.5,56.79,50.6,41.46,37.04,41.46,41.77,63.41,85.37,69.05,
before-iter:33.33,40.51,69.51,25,36.9,53.09,38.27,52.5,62.2,58.23,45.24,43.75,56.1,49.38,70.73,39.76,23.81,65.82,87.95,64.2,28.75,60,36.59,32.93,54.43,53.01,
iter=4: 35,54.32,78.05,57.5,69.88,79.27,71.95,58.02,93.9,53.01,42.5,80,40.96,31.33,26.25,37.18,55.42,37.5,28.05,29.63,31.33,45.57,66.67,53.16,34.12,75,53.75,64.2,55,53.66,69.51,
after-iter:80,87.5,74.07,37.04,53.09,84.88,74.7,53.01,66.25,55.42,75.64,50,28.92,20.25,62.5,64.56,47.62,61.25,43.9,58.75,47.5,67.5,26.19,63.75,29.27,48.78,
before-iter:23.75,56.25,76.54,42.68,32.5,46.91,50,39.74,45,42.5,43.9,44.44,45.45,28.92,39.02,47.56,41.77,48.1,45.68,49.43,43.38,22.89,24.1,28.4,66.67,72.15,
iter=5: 40.48,46.25,56.25,67.9,77.11,85.37,72.84,52.5,37.97,35.37,35,36.14,32.5,26.83,35,28.57,35.8,39.24,39.51,31.71,36.59,32.1,25.61,37.97,29.27,23.46,35.8,28.4,37.35,34.15,25,
after-iter:51.9,75.9,41.46,27.16,49.35,43.37,40,40.74,29.63,40.74,30.38,31.71,30.95,30,38.27,33.33,30,34.15,31.71,36.59,27.16,28.75,30,39.02,35,32.93,
before-iter:25.93,70,30.86,39.76,40.74,40.51,48.78,42.5,36.14,33.33,38.75,30.49,30.86,21.25,30.95,36.25,50,25.3,26.92,30.86,33.73,33.33,31.25,28.4,32.1,
iter=6: 27.5,35.37,70.37,65.43,69.88,74.36,35.8,48.78,42.68,46.25,45.78,30,28.4,50.6,36.25,35.9,44.58,30,40,32.1,35,37.8,42.5,30.12,41.25,37.35,34.15,41.98,35,23.75,44.58,
