before-iter:63.41,44.63,72.36,82.79,57.38,44.54,
iter=0: 58.33,82.64,85.12,72.13,80.16,100,100,96.72,95.04,84.03,100,99.19,94.96,94.21,97.56,100,100,94.31,73.77,100,99.15,89.34,93.39,84.3,90.83,82.26,52.89,
after-iter:68.07,60.16,44.63,42.37,37.7,44.63,44.63,
before-iter:43.9,62.3,39.5,49.58,44.8,40.34,34.43,
iter=1: 50.41,47.11,65.83,81.97,61.67,66.94,63.64,96.8,100,96.72,99.17,99.19,100,100,100,100,78.33,68.85,95,100,100,100,100,100,100,98.36,100,
after-iter:99.19,100,88.62,86.99,87.5,95.08,84.43,
before-iter:84.43,84.87,95.08,87.6,87.8,86.99,88.33,77.69,
iter=2: 78.23,97.52,99.17,99.18,87.6,65.57,67.23,72.36,78.86,62.71,86.29,86.67,90.16,79.34,70,84.68,72.73,94.26,76.86,91.8,
after-iter:90.83,66.94,96.67,48.36,70.49,40.34,82.5,48.78,
before-iter:86.18,61.67,89.26,75.41,39.17,77.87,36.67,60.5,
iter=3: 49.18,63.64,82.26,66.67,90.24,63.64,84.68,72.73,72.5,94.31,62.3,80.51,73.77,63.11,82.11,60.5,
after-iter:77.24,71.07,65.29,69.92,31.4,82.79,43.7,58.87,
before-iter:55,95.04,89.52,47.11,38.02,70.16,49.59,
iter=4: 54.92,72.36,81.97,86.78,74.59,78.33,66.94,81.3,67.5,87.6,66.67,79.17,63.64,85.12,62.71,85.25,75.41,72.13,
after-iter:77.05,67.21,52.5,53.28,33.33,58.33,34.43,
before-iter:59.02,61.16,73.11,47.15,57.02,60.33,56.56,
iter=5: 55.37,55.93,80.49,75.21,79.67,80.51,79.51,64.23,79.51,75,79.37,81.51,83.74,66.67,74.17,75.81,80,78.51,78.23,
after-iter:79.34,80.17,55.83,52.85,45.08,56.56,47.06,
before-iter:59.02,60.33,77.87,43.09,54.17,42.62,63.93,26.45,
iter=6: 57.72,59.84,70.59,76.23,59.02,77.69,79.34,62.3,79.34,78.51,81.3,81.82,67.77,77.87,70.49,78.05,75.41,55.46,70.25,82.26,77.97,78.23,
after-iter:69.42,78.51,52.1,53.28,45.9,67.21,45.08,
before-iter:26.45,56.91,61.16,55.65,38.66,40.83,52.85,49.59,
iter=7: 43.9,53.78,74.59,68.03,52.03,74.17,76,78.51,76.86,80.17,79.34,68.55,76.47,77.87,76.23,76.67,69.42,54.1,54.62,77.87,76.23,75.61,78.33,82.93,
after-iter:81.82,79.51,62.18,57.38,40.65,27.27,58.33,
before-iter:40.83,65.04,57.14,55.28,50,37.7,60.66,28.57,
iter=8: 63.71,78.33,76.23,75.83,73.77,77.24,54.55,74.38,69.11,73.55,75.63,74.59,75.41,76.03,77.5,78.05,78.23,76.67,84.68,77.69,76.61,65.25,
after-iter:57.85,65.04,60.5,40.16,54.55,59.5,60.33,
before-iter:54.92,38.02,60.5,43.2,58.82,45.08,58.33,
iter=9: 47.97,61.34,73.6,73.33,65.04,70,74.38,62.6,74.59,71.9,70,75,73.11,75.41,81.3,72.73,75.41,74.38,
after-iter:75.41,76.23,68.85,63.11,56.56,63.03,45.83,29.03,
before-iter:57.02,75.42,64.8,60.83,68.33,43.9,61.48,
iter=10: 50.41,43.8,76.67,56.56,61.67,73.98,61.98,63.64,69.17,73.77,72.95,64.71,73.55,73.77,78.69,75.21,69.17,
after-iter:75.21,50.41,49.58,46.72,49.18,46.72,57.5,
before-iter:56.56,72.5,59.35,41.46,60.98,58.68,65.57,
iter=11: 61.16,61.67,77.24,76.42,76.27,66.39,55.74,55,75.41,73.77,67.21,73.77,74.59,75.41,72.13,74.79,79.34,76.42,
after-iter:76.42,73.73,26.45,27.05,52.46,56.2,57.5,
before-iter:40.98,44.26,65,42.15,34.15,60.16,42.02,42.28,
iter=12: 60.33,77.5,74.8,75.41,75.83,73.55,72.8,74.58,73.17,75.41,74.17,73.77,75.21,59.66,59.84,68.33,78.05,72.73,72.13,
after-iter:74.17,74.17,64.52,58.33,52.07,52.46,58.2,
before-iter:54.62,63.2,61.98,58.82,51.24,58.06,62.18,56,
iter=13: 46.61,66.67,62.81,72.36,74.17,74.59,74.17,74.8,64.17,71.31,76.67,73.77,74.38,74.59,75,75,74.17,74.38,73.77,69.42,74.8,76.47,75.21,
after-iter:74.8,70.49,59.5,47.97,59.17,54.17,60.16,
before-iter:50,77.87,55.28,62.81,56.78,39.34,37.19,
iter=14: 39.84,62.5,75.41,58.68,57.85,57.38,55.74,55.83,60,60.16,66.12,77.31,58.87,61.16,63.03,61.6,61.67,63.11,62.6,59.35,61.67,63.33,61.79,
