before-iter:67.46,62.3,53.72,52.5,56.91,54.1,55.83,58.54,59.17,61.79,54.92,61.98,68.85,56.2,54.92,64.23,
iter=0: 57.85,80,75,73.55,73.98,81.51,75.41,72.5,81.3,80.99,
after-iter:75.41,81.82,75,70.49,56.78,55.65,80.17,58.54,76.03,59.02,55.37,56.56,65.29,58.33,61.48,63.93,61.48,61.98,
before-iter:56.56,90.91,82.64,53.66,57.5,73.6,55.08,54.03,63.87,55.28,56.2,65.57,69.42,71.9,63.41,68.6,61.48,
iter=1: 53.33,72.36,89.08,74.38,94.21,86.18,80.17,87.39,77.24,89.52,84.43,
after-iter:77.12,84.43,70.49,54.92,67.77,53.78,64.29,
before-iter:90.76,63.2,76.23,89.26,95.87,96.64,
iter=0: 65.04,87.7,78.05,78.33,78.69,82.64,80.17,81.82,79.51,78.51,86.67,
after-iter:73.98,85.71,66.39,63.87,61.16,55.37,77.69,
before-iter:87.9,94.96,91.87,70.34,73.6,88.33,88.8,61.98,
iter=1: 70.73,76.23,84.17,81.67,76.42,75.83,78.05,75.21,83.33,86.89,74.17,
after-iter:79.67,82.5,62.18,61.29,100,93.44,86.78,
before-iter:90.98,92.5,97.52,85.12,84.87,94.35,85.12,70.49,
iter=2: 62.6,73.73,79.34,77.24,74.36,87.1,81.15,77.5,78.99,81.45,82.05,
after-iter:83.06,86.89,78.81,57.26,66.94,56.3,64.75,
before-iter:58.2,66.12,83.87,59.66,64.17,61.16,59.68,62.5,
iter=3: 58.2,63.64,81.15,90.91,79.34,74.38,82.93,78.51,74.19,80.33,
after-iter:81.67,82.79,82.64,61.98,52.89,61.79,63.93,53.66,
before-iter:52.94,81.3,61.54,52.03,59.35,60,51.67,58.87,
iter=4: 69.17,81.45,82.64,78.51,82.11,80.83,81.45,79.17,76.42,82.64,
after-iter:83.61,90.83,86.99,62.5,53.28,52.85,51.67,63.93,
before-iter:52.89,79.03,68.33,63.2,55.28,55.74,54.84,59.83,
iter=5: 68.03,83.61,81.51,77.05,76.61,79.34,78.86,76.42,75.83,72.13,
after-iter:80.17,79.17,68.85,60.16,61.48,54.92,59.02,76.67,
before-iter:60.83,81.15,61.67,63.33,61.48,63.03,55.2,
iter=6: 51.67,68.03,85,80.99,73.98,79.66,77.05,75.61,79.34,80.33,90.91,
after-iter:82.64,86.18,78.51,56.2,64.75,59.17,53.66,61.98,
before-iter:55.37,74.79,60.66,53.28,62.9,58.54,52.5,51.69,
iter=7: 58.06,77.05,79.34,75.41,76.67,71.9,74.8,74.79,81.45,77.5,
after-iter:73.98,86.67,66.94,62.3,55,66.4,56.3,57.85,
before-iter:52.89,71.31,57.98,53.66,55.93,56.1,58.54,
iter=8: 53.72,64.46,82.79,81.97,79.17,82.11,94.07,80.33,77.24,82.79,90,98.35,
after-iter:98.36,98.32,81.67,80.17,81.15,55.74,52.5,
before-iter:52.89,66.67,72.03,66.67,66.1,56.1,53.72,62.1,
iter=9: 59.66,76.98,76.07,73.17,82.5,82.64,75,74.19,79.83,83.33,
after-iter:76.61,83.61,78.33,59.84,54.92,53.97,55.08,63.11,
before-iter:56.91,77.87,54.62,61.16,54.55,55.28,54.24,
iter=10: 63.93,64.52,79.34,82.5,72.36,76.03,78.51,71.67,74.59,73.98,74.17,
after-iter:76.86,85.12,62.1,57.14,54.4,61.67,54.84,55.83,
before-iter:68.03,90.16,59.17,61.16,58.54,55,54.1,
