before-iter:58.68,41.6,29.17,40,41.8,39.67,
iter=0: 41.32,65.04,83.33,75.83,86.07,57.85,69.42,61.98,52.89,36.07,36.07,45.45,37.7,46.28,34.43,35,42.98,42.28,38.84,26.67,34.17,40.65,42.98,34.45,40,60.8,60.98,65.55,52.85,63.64,71.9,60.48,65,73.17,
after-iter:80.83,80.95,82.79,48.74,44.26,35.54,39.67,48.36,
before-iter:41.67,56.91,60,27.05,39.52,34.71,40.5,27.27,
iter=1: 43.8,63.33,76.67,78.05,58.33,78.15,63.41,30.83,45.76,37.1,29.17,42.28,41.18,36.59,38.33,34.96,29.41,57.02,52.54,45.45,41.8,52.89,51.24,63.93,76.67,67.21,75.61,69.67,71.9,65.6,57.98,73.95,81.45,73.98,
after-iter:77.69,74.17,35.83,34.15,28.1,35.77,38.84,
before-iter:30,41.94,40.83,37.4,29.31,30.08,34.71,28.93,
iter=2: 36.07,66.67,73.98,66.94,63.87,67.21,60.48,45.45,31.15,42.98,30.33,43.33,41.8,32.77,42.15,41.94,42.15,30.33,56.91,39.32,42.74,35.25,38.21,47.06,69.92,54.1,62.3,66.67,58.68,63.93,
after-iter:54.62,79.03,29.66,34.96,47.97,41.8,35.25,
before-iter:34.17,48.39,43.44,36.44,40.8,37.7,39.34,44.54,
iter=3: 72.95,85.95,90,81.97,76.86,69.6,73.73,76.23,69.17,62.5,40.65,40.98,29.51,36.97,36.89,36.07,35.54,38.84,38.52,36.89,32.23,38.02,47.5,35.54,28.23,36.89,51.26,62.6,60.5,64.52,54.17,65.32,66.1,
after-iter:58.54,81.67,54.55,40.34,35.48,52.07,65.85,42.62,
before-iter:44.72,80.99,36.07,46.28,43.8,49.18,36.36,
iter=4: 38.21,42.02,58.06,80.17,68.6,67.21,66.67,66.94,37.7,41.8,36.89,27.5,40.65,36.13,42.62,30.83,36.07,37.5,40.5,40.98,38.21,39.67,28.81,43.44,78.86,65.29,62.3,78.51,69.11,65.29,73.77,57.72,70.97,65.25,68.29,
after-iter:72.5,88.24,63.64,64.52,50.41,58.54,31.4,85.95,
before-iter:69.17,88.43,66.39,66.94,41.8,40.83,34.15,
iter=5: 35.54,42.62,65.85,73.33,63.41,69.92,65.83,69.42,36.29,28.1,33.33,36.36,36.59,37.7,38.21,45.83,48.36,52.07,45,45.9,40.83,40.16,41.67,57.38,55,62.5,66.39,63.71,75.83,64.29,67.5,71.67,
after-iter:57.72,68.6,44.26,33.88,28.33,36.36,34.43,
before-iter:41.46,54.62,37.19,36,34.96,34.17,33.61,
iter=6: 35.48,52.07,69.11,83.33,70.49,69.92,79.17,68.03,50.82,43.9,59.17,52.89,45.45,57.85,46.34,57.02,44.72,42.02,52.46,40.16,36.89,29.27,36.59,38.33,36.59,66.39,66.39,65,72.36,70,71.9,66.94,
after-iter:61.79,77.31,33.33,34.96,29.27,36.36,34.43,
before-iter:43.44,54.1,28.1,35.54,53.72,40.16,40.98,
iter=7: 50.42,54.55,82.79,83.33,87.6,82.5,78.86,74.58,82.26,54.92,70.83,36.07,40.5,45,40.65,41.67,36.07,31.09,31.45,37.5,36.89,35.77,43.33,35.25,42.5,38.84,36.07,43.7,67.74,60.33,73.95,64.75,56.45,68.85,73.77,
after-iter:71.54,78.99,50.41,54.03,40.98,60.83,29.75,49.18,
before-iter:36.89,63.11,52.5,47.93,40.98,44.07,37.1,
