before-iter:78.86,69.92,64.46,70.25,52.03,45.45,
iter=0: 43.44,67.77,70.73,73.95,
after-iter:71.2,85.95,68.6,46.67,49.17,50.82,31.4,44.26,
before-iter:30.33,46.28,45,40.16,33.06,43.55,33.33,38.02,
iter=1: 38.21,63.33,60.66,
after-iter:67.77,67.5,58.87,44.26,42.5,36.13,33.06,34.71,
before-iter:27.87,47.11,28.1,32.26,28.1,26.89,27.64,
iter=2: 36.36,64.46,58.4,52.94,
after-iter:53.17,69.17,37.4,54.55,39.34,35.54,28.1,
before-iter:28.46,49.59,58.33,27.05,26.45,28.69,34.43,37.4,
iter=3: 33.87,51.26,60.83,
after-iter:53.23,54.03,45.76,26.23,27.87,34.68,35.83,28,
before-iter:38.52,46.28,27.5,27.5,33.06,36.89,29.75,
iter=4: 44.63,57.38,68.33,59.2,
after-iter:60.17,60.16,43.9,28.69,35.25,42.15,36.13,28.46,
before-iter:45.08,53.33,33.33,28.1,32.79,35.54,26.67,
iter=5: 31.97,53.28,52.5,
after-iter:52.03,52.46,37.19,31.71,27.27,31.15,28.33,27.27,
before-iter:29.27,42.15,28.69,52.54,27.5,32.23,28.33,
iter=6: 37.1,52.89,56.2,51.67,
after-iter:54.33,63.03,39.67,27.64,28.33,27.27,27.5,
before-iter:33.06,42.28,37.93,28,26.83,32.77,28.69,27.87,
iter=7: 27.73,57.02,52.38,
after-iter:57.98,55.74,27.05,26.05,27.64,32.79,32.77,
before-iter:29.03,39.83,37.19,35.83,27.05,28.46,28.1,28.1,
iter=8: 41.13,59.32,65.85,58.33,
after-iter:61.79,62.71,43.55,31.71,38.84,36.67,36.59,
before-iter:38.52,40.5,40.32,37.29,30.83,27.64,26.23,31.15,
iter=9: 41.18,72,66.95,
after-iter:66.67,64.41,61.29,52.1,45.9,41.53,50.41,41.8,
before-iter:41.32,65.32,45.9,44.07,47.11,44.72,44.72,
iter=10: 46.72,59.17,69.6,67.21,67.21,
after-iter:60.66,66.39,31.97,42.98,39.52,42.62,39.67,
before-iter:35.25,38.33,45.97,30.58,27.5,26.45,26.45,
iter=11: 30.58,44.26,56.56,57.5,
after-iter:52.03,61.16,26.45,29.51,27.73,34.15,27.5,
before-iter:34.43,40.16,61.48,31.4,37.5,46.34,36.89,55,
iter=12: 39.67,67.21,67.77,63.87,
after-iter:59.84,65.32,36.36,32.23,34.71,34.17,33.33,
