time,cpuLoad
0.195612,71.7942857143
0.150649,40.90125
0.146764,34.36625
0.14851,41.6871428571
0.14728,36.5142857143
0.145972,39.99
0.158671,45.1842857143
0.146647,37.05625
0.15768,45.72875
0.14759,38.7371428571
0.158192,45.5825
0.148723,35.42875
0.155024,40.1771428571
0.146644,35.8928571429
0.148193,36.4757142857
0.156627,41.99125
0.148739,36.8285714286
0.153215,37.74875
0.146862,34.4371428571
0.153588,38.04
0.151174,34.92
0.149642,40.0771428571
0.153027,38.4314285714
0.145959,37.39625
0.152652,40.32
0.156245,39.9342857143
0.157693,46.18875
0.165388,51.1185714286
0.150908,44.05125
0.148115,39.8685714286
0.162656,47.79375
0.155985,45.605
0.170988,64.9571428571
0.166112,72.355
0.176149,61.3028571429
0.179304,69.4671428571
0.180948,68.89875
0.179284,63.1542857143
0.177462,73.355
0.17523,69.5275
0.182873,61.6485714286
0.186144,70.73
0.169352,65.0928571429
0.176885,64.9725
0.171161,76.76125
0.175151,63.3028571429
0.173067,79.15375
0.181941,65.09875
0.178043,59.79875
0.190619,64.72625
0.17125,63.545
0.166285,66.56875
0.172819,67.4275
0.176609,62.0057142857
0.174951,70.6175
0.167236,66.615
0.1881,67.6114285714
0.162641,65.35
0.180328,65.84
0.167201,62.6228571429
0.163249,61.4728571429
0.156073,63.2428571429
0.183968,68.5914285714
0.168267,70.9375
0.183947,76.5675
0.197908,68.76125
0.191376,85.2625
0.191084,88.85875
0.186594,87.6225
0.177614,84.19625
0.177955,88.77
0.197791,88.31
0.179762,87.2175
0.184719,86.1275
0.197791,86.655
0.184451,84.91875
0.186297,87.1025
0.181954,85.45375
0.184586,88.365
0.175607,87.745
0.178271,83.12375
0.184283,82.585
0.17731,84.845
0.18145,85.56
0.184655,89.1225
0.198563,87.9
0.195949,88.33375
0.1893,84.3442857143
0.195209,87.3725
0.193123,88.87125
0.205383,87.6885714286
0.202988,88.4757142857
0.192627,87.25125
0.199899,87.3425
0.19274,86.76875
0.190227,84.09
0.202546,82.91875
0.200311,83.5525
0.200248,84.11125
