time,cpuLoad
5.897195000000001,39.64
6.918875000000001,50.29
6.578010000000002,48.16
6.931775,46.14
7.162185000000001,53.64
7.39849,50.01
6.460875,42.08
6.392530000000001,40.86
6.207375000000002,45.9
5.885515000000001,34.54
8.314015,55.77
6.165255,38.36
8.433095000000002,60.37
7.425490000000001,58.53
8.885210000000002,61.1
7.5385300000000015,56.23
7.343685,54.04
9.11215,56.06
7.238895000000001,52.4
6.214285,44.35
5.94413,34.83
6.190345000000001,38.39
7.65407,53.88
6.263185,37.79
6.161735,37.54
6.294455000000002,37.72
6.15972,37.52
6.217255000000001,36.78
6.26293,38.39
6.409185000000001,44.32
6.44391,40.17
6.568955,40.33
6.141550000000001,36.1
6.368785000000001,40.71
6.540395,40.5
7.3755950000000015,52.07
5.948120000000001,36.83
6.19109,35.42
5.847615000000001,34.82
5.948265,35.92
5.802035,33.99
6.7919800000000015,44.52
6.264959999999999,38.1
5.7648600000000005,34.36
5.80429,33.32
5.936630000000001,32.54
6.128000000000001,41.07
5.78863,32.58
5.739065000000002,32.69
6.826075,47.75
9.744815000000003,82.32
12.866955000000003,83.35
7.038265,47.67
6.360865,42.78
5.815505,33.24
6.464660000000001,45.34
5.845175000000001,33.75
5.7866,33.23
5.8139650000000005,35.57
6.072695,38.08
6.373215,43.09
5.76879,34.08
5.91959,35.34
5.803610000000001,33.33
5.902075000000001,34.51
6.525635,44.04
6.124490000000001,38.52
6.31094,43.45
6.002940000000001,37.16
6.067855000000001,36.82
6.345925000000001,46.36
6.56165,43.38
7.626585,54.49
6.8905,51.02
6.571335,45.87
9.175495,67.45
8.844605000000001,68.86
6.786155000000001,44.9
6.984474999999999,47.26
6.7779549999999995,48.62
6.637680000000001,45.79
6.198180000000001,35.23
6.373,40.42
6.363170000000001,36.16
6.514465000000001,40.15
6.298710000000001,39.99
6.755190000000001,43.29
6.999340000000001,49.23
6.749080000000001,44.19
6.586915000000001,41.13
6.935385000000001,44.1
6.625675,43.31
7.1848350000000005,56.05
6.945645000000001,42.69
8.905305,62.13
6.63441,47.11
6.254905000000001,36.99
6.22975,36.85
6.327540000000001,38.23
6.532,41.63
10.09632,83.45
16.09017,87.25
12.505895,85.8
7.707300000000001,73.09
9.04058,76.42
7.780050000000001,70.58
7.250675000000001,69.58
7.048625,66.22
7.0586150000000005,66.22
7.393055000000002,68.43
7.164485000000002,66.7
7.450185000000001,68.93
8.819285,75.43
9.418510000000001,77.54
7.036194999999998,65.67
7.227915000000001,67.58
7.078200000000002,66.74
7.179845,66.18
7.197685000000002,65.76
7.162885,66.54
7.392615,68.5
7.587500000000002,70
7.738459999999999,70.08
7.4138850000000005,68.5
7.24518,67.31
7.4479250000000015,69.31
9.72306,81.1
7.715790000000003,74.61
7.392925000000001,69.14
7.32852,68.11
7.499830000000001,68.13
9.870785,77.58
8.276325,72.67
8.81401,75.37
7.272370000000001,68.26
7.775195,71.56
7.244850000000002,67.97
7.1744650000000005,66.14
6.96118,65.72
7.0730900000000005,67.12
7.32873,69.45
7.117419999999999,66.62
7.04175,66.45
7.048795000000001,66.74
8.26286,75.94
9.002615000000002,75.96
9.052755000000001,76.83
7.43842,68.37
7.196995000000003,66.89
7.199835000000001,67.19
7.518490000000001,68.78
6.716335,64.59
10.528875,79.07
8.04537,70.12
8.865210000000001,73.2
6.7285,36.43
6.643455,38.45
6.887435000000002,36.04
6.889795,40.95
6.873690000000001,43.75
6.840800000000001,36.33
6.755780000000001,36.16
6.701605,34.5
6.717975,34.9
6.76376,35.12
7.12655,36.04
6.815665,37.37
6.773385,35.57
6.675395000000001,35.39
6.729995,34.54
6.742300000000001,35.31
6.721605,35.71
6.7608950000000005,35.45
6.748475,34.73
6.787520000000001,35.32
6.793195000000001,35.41
6.752455000000001,35.36
6.655620000000001,35.33
6.79614,34.96
6.740030000000001,35.2
6.773575000000001,35.07
6.807845000000001,35.86
6.64656,34.56
6.7593250000000005,35.23
6.771460000000001,34.73
6.718710000000001,35.74
6.778230000000001,35.08
6.71098,34.96
6.607780000000002,35.35
6.718475000000001,35.65
6.713100000000001,35.11
6.771155,35.14
6.665525000000001,34.5
6.72408,35.32
6.901075000000001,36.67
6.699700000000001,39.51
6.278955000000001,33.58
6.287335000000001,33.24
6.1480250000000005,32.64
6.28876,33.64
6.364165000000001,34.29
6.271340000000002,34.23
6.531325000000001,36.4
6.465730000000001,37.68
6.497645,36.33
6.483395000000001,36.98
6.429665,36.59
6.418855000000001,36.69
6.496275000000001,37.23
6.4645,36.31
6.398650000000002,36.87
6.322790000000001,35.75
6.407730000000001,36.27
6.449415,36.79
6.472555000000001,37.33
6.674405000000001,36.37
6.463245,36.6
6.356825000000001,36.36
6.415540000000001,36.35
6.3245700000000005,35.7
6.421215,36.29
6.469735000000002,37.19
6.292415,36.43
6.435015,37.02
6.41341,36.37
6.427455,36.14
6.843100000000001,35.82
6.3638200000000005,36.6
6.345335000000001,36.08
6.407355000000002,36.55
6.340250000000001,35.42
6.48448,36.14
6.4149650000000005,35.77
6.346855000000001,38.77
6.443815000000001,35.95
6.39827,36.49
6.38368,36.65
6.55177,36.51
6.379765,35.97
6.398955,36.25
6.350795,36.74
6.454265,38.89
6.40059,36.34
6.38917,36.4
6.477355,36.34
6.48477,36.12
6.35692,36.06
6.40507,36.5
6.398280000000001,35.7
6.3647350000000005,36.26
6.29126,35.84
6.34217,35.49
6.37025,36.02
6.420285,36.51
6.426725,36.92
