times
3.28754,
2.0691800000000002,
2.3650750000000005,
2.5530250000000008,
1.750315,
1.8878450000000002,
1.6784300000000003,
2.37964,
1.7754100000000004,
2.40084,
3.791675,
2.751335,
2.035985,
1.9484200000000003,
2.6529050000000005,
1.6919250000000003,
1.6310850000000003,
1.6865699999999997,
1.7361900000000001,
1.7201099999999998,
1.7588000000000001,
1.6801300000000001,
1.636765,
1.6235000000000002,
1.7216450000000003,
3.0678799999999997,
1.6563950000000005,
1.734635,
2.4910900000000002,
1.8961849999999998,
1.6941000000000002,
6.196114999999999,
2.4171300000000002,
1.75724,
1.6685750000000004,
1.66033,
1.6673849999999997,
1.6322600000000003,
1.72737,
1.6891499999999997,
1.6761350000000002,
1.63652,
1.7057000000000002,
1.7397850000000004,
1.7144400000000002,
1.8846999999999998,
1.628845,
1.704235,
1.64106,
1.669005,
1.7109400000000003,
1.8921299999999999,
1.7234650000000005,
1.715405,
1.7638600000000004,
1.6621650000000001,
1.8043300000000002,
2.218915,
2.548565,
2.873445,
1.922355,
3.0164449999999996,
1.6602700000000004,
1.7137449999999999,
1.6343850000000002,
3.16825,
1.72492,
1.636775,
1.6525500000000002,
2.064835,
7.9075000000000015,
1.660975,
5.25287,
2.31834,
1.6832799999999999,
1.6633849999999997,
1.6832300000000002,
1.66896,
1.6992,
1.6670950000000002,
1.6017350000000001,
1.6285450000000001,
1.6200950000000003,
1.636205,
1.6224750000000001,
1.669195,
1.6689799999999997,
1.956855,
1.6206800000000001,
1.6177300000000006,
1.62246,
1.66102,
1.6251700000000004,
1.6080150000000004,
1.6205999999999998,
1.6191550000000001,
1.6779200000000003,
1.639625,
1.614685,
1.6151799999999998
